isolate,n_genes,ST,Phylogroup
esc_ba0117aa_as,327,131,B2
esc_ba0387aa_as,344,131,B2
esc_ba0453aa_as,345,131,B2
esc_ba0468aa_as,345,131,B2
esc_ba0590aa_as,343,131,B2
esc_ba0839aa_as,344,131,B2
esc_ba0848aa_as,343,131,B2
esc_ba0927aa_as,345,131,B2
esc_ba0929aa_as,345,131,B2
esc_ba0944aa_as,344,131,B2
esc_ba1143aa_as,345,131,B2
esc_ba1406aa_as,345,131,B2
esc_ba1463aa_as,343,131,B2
esc_ba1729aa_as,345,131,B2
esc_ba1740aa_as,325,131,B2
esc_ba1752aa_as,347,131,B2
esc_ba2034aa_as,334,131,B2
esc_ba2092aa_as,346,131,B2
esc_ba2127aa_as,345,131,B2
esc_ba2176aa_as,344,131,B2
esc_ba2184aa_as,345,131,B2
esc_ba2222aa_as,330,131,B2
esc_ba2246aa_as,344,131,B2
esc_ba2299aa_as,343,131,B2
esc_ba2475aa_as,346,131,B2
esc_ba2529aa_as,346,131,B2
esc_ba2553aa_as,350,131,B2
esc_ba2622aa_as,344,131,B2
esc_ba2646aa_as,345,131,B2
esc_ba2677aa_as,346,131,B2
esc_ba2841aa_as,344,131,B2
esc_ba2902aa_as,343,131,B2
esc_ba2939aa_as,344,131,B2
esc_ba2989aa_as,345,131,B2
esc_ba3155aa_as,344,131,B2
esc_ba3170aa_as,344,131,B2
esc_ba3224aa_as,342,131,B2
esc_ba3458aa_as,343,131,B2
esc_ba3489aa_as,345,131,B2
esc_ba3526aa_as,345,131,B2
esc_ba3864aa_as,344,131,B2
esc_ba3928aa_as,343,131,B2
esc_ba4016aa_as,331,131,B2
esc_ba4045aa_as,343,131,B2
esc_ba4120aa_as,334,131,B2
esc_ba4275aa_as,343,131,B2
esc_ba4394aa_as,345,131,B2
esc_ba4398aa_as,346,131,B2
esc_ba4580aa_as,345,131,B2
esc_ba4639aa_as,344,131,B2
esc_ba4737aa_as,346,131,B2
esc_ba4754aa_as,345,131,B2
esc_ba4781aa_as,343,131,B2
esc_ba4887aa_as,345,131,B2
esc_ba4929aa_as,346,131,B2
esc_ba4937aa_as,342,131,B2
esc_ba4941aa_as,346,131,B2
esc_ba4967aa_as,343,131,B2
esc_ba5180aa_as,347,131,B2
esc_ba5230aa_as,342,131,B2
esc_ba5444aa_as,339,131,B2
esc_ba5793aa_as,344,131,B2
esc_ba5843aa_as,344,131,B2
esc_ba5889aa_as,336,131,B2
esc_ba5903aa_as,343,131,B2
esc_ba5951aa_as,344,131,B2
esc_ba6529aa_as,344,131,B2
esc_ba6744aa_as,346,131,B2
esc_ba6775aa_as,345,131,B2
esc_ba6777aa_as,345,131,B2
esc_ba6790aa_as,343,131,B2
esc_ba6869aa_as,344,131,B2
esc_ba6920aa_as,346,131,B2
esc_ba6921aa_as,345,131,B2
esc_ba6984aa_as,339,131,B2
esc_ba7016aa_as,340,131,B2
esc_ba7032aa_as,343,131,B2
esc_ba7191aa_as,343,131,B2
esc_ba7194aa_as,341,131,B2
esc_ba7286aa_as,345,131,B2
esc_ba7344aa_as,344,131,B2
esc_ba7487aa_as,346,131,B2
esc_ba7509aa_as,334,131,B2
esc_ba7612aa_as,344,131,B2
esc_ba7700aa_as,345,131,B2
esc_ba7706aa_as,343,131,B2
esc_ba7717aa_as,345,131,B2
esc_ba7819aa_as,344,131,B2
esc_ba7872aa_as,346,131,B2
esc_ba7956aa_as,344,131,B2
esc_ba7962aa_as,346,131,B2
esc_ba7970aa_as,346,131,B2
esc_ba7980aa_as,345,131,B2
esc_ba8183aa_as,344,131,B2
esc_ba8283aa_as,346,131,B2
esc_ba8416aa_as,341,131,B2
esc_ba8558aa_as,345,131,B2
esc_ba8598aa_as,346,131,B2
esc_ba8628aa_as,345,131,B2
esc_ba8787aa_as,342,131,B2
esc_ba8973aa_as,344,131,B2
esc_ba8974aa_as,344,131,B2
esc_ba9410aa_as,344,131,B2
esc_ba9527aa_as,345,131,B2
esc_ba9554aa_as,344,131,B2
esc_ba9633aa_as,342,131,B2
esc_ba9741aa_as,343,131,B2
esc_ba9746aa_as,346,131,B2
esc_ba9834aa_as,345,131,B2
esc_ba9917aa_as,343,131,B2
esc_ca0062aa_as,343,131,B2
esc_ca0149aa_as,344,131,B2
esc_ca0177aa_as,345,131,B2
esc_ca0280aa_as,345,131,B2
esc_ca0302aa_as,347,131,B2
esc_ca0378aa_as,345,131,B2
esc_ca0405aa_as,346,131,B2
esc_ca0412aa_as,345,131,B2
esc_ca0426aa_as,343,131,B2
esc_ca0719aa_as,334,131,B2
esc_ca0938aa_as,345,131,B2
esc_ca0998aa_as,345,131,B2
esc_ca1300aa_as,344,131,B2
esc_ca1422aa_as,343,131,B2
esc_ca1535aa_as,346,131,B2
esc_ca1569aa_as,354,131,B2
esc_ca1594aa_as,338,131,B2
esc_ca1800aa_as,344,131,B2
esc_ca1840aa_as,337,131,B2
esc_ca1888aa_as,343,131,B2
esc_ca1939aa_as,345,131,B2
esc_ca1949aa_as,345,131,B2
esc_ca2094aa_as,344,131,B2
esc_ca2153aa_as,343,131,B2
esc_ca2165aa_as,346,131,B2
esc_ca2265aa_as,345,131,B2
esc_ca2302aa_as,345,131,B2
esc_ca2609aa_as,343,131,B2
esc_ca2624aa_as,341,131,B2
esc_ca2639aa_as,337,131,B2
esc_ca2685aa_as,344,131,B2
esc_ca2785aa_as,345,131,B2
esc_ca2881aa_as,347,131,B2
esc_ca2906aa_as,343,131,B2
esc_ca2979aa_as,344,131,B2
esc_ca2983aa_as,345,131,B2
esc_ca3055aa_as,343,131,B2
esc_ca3063aa_as,347,131,B2
esc_ca3077aa_as,340,131,B2
esc_ca3118aa_as,345,131,B2
esc_ca3132aa_as,345,131,B2
esc_ca3304aa_as,349,131,B2
esc_ca3340aa_as,344,131,B2
esc_ca3345aa_as,345,131,B2
esc_ca3511aa_as,344,131,B2
esc_ca3529aa_as,345,131,B2
esc_ca3551aa_as,344,131,B2
esc_ca3625aa_as,344,131,B2
esc_ca3689aa_as,346,131,B2
esc_ca3720aa_as,343,131,B2
esc_ca3727aa_as,343,131,B2
esc_ca3760aa_as,341,131,B2
esc_ca3847aa_as,343,131,B2
esc_ca3866aa_as,344,5468,B2
esc_ca3870aa_as,344,131,B2
esc_ca3910aa_as,344,131,B2
esc_ca3914aa_as,343,131,B2
esc_ca4040aa_as,345,131,B2
esc_ca4103aa_as,344,131,B2
esc_ca4333aa_as,342,131,B2
esc_ca4380aa_as,347,131,B2
esc_ca4395aa_as,343,131,B2
esc_ca4425aa_as,343,131,B2
esc_ca4512aa_as,344,131,B2
esc_ca4896aa_as,331,131,B2
esc_ca4929aa_as,344,131,B2
esc_ca5436aa_as,346,131,B2
esc_ca5460aa_as,341,131,B2
esc_ca5510aa_as,346,131,B2
esc_ca5557aa_as,344,131,B2
esc_ca5647aa_as,345,131,B2
esc_ca5675aa_as,345,131,B2
esc_ca5784aa_as,344,131,B2
esc_ca5895aa_as,344,131,B2
esc_ca5980aa_as,342,131,B2
esc_ca6069aa_as,347,131,B2
esc_ca6109aa_as,343,131,B2
esc_ca6112aa_as,344,131,B2
esc_ca6176aa_as,339,131,B2
esc_ca6211aa_as,344,131,B2
esc_ca6269aa_as,341,131,B2
esc_ca6288aa_as,344,131,B2
esc_ca6296aa_as,342,131,B2
esc_ca6363aa_as,344,131,B2
esc_ca6379aa_as,347,131,B2
esc_ca6629aa_as,341,131,B2
esc_fa7054aa_as,347,131,B2
esc_fa7130aa_as,344,131,B2
esc_fa7185aa_as,343,131,B2
esc_fa7211aa_as,344,131,B2
esc_fa7278aa_as,344,131,B2
esc_fa7357aa_as,346,131,B2
esc_ga8673aa_as,354,131,B2
esc_ga8798aa_as,342,131,B2
esc_ga8800aa_as,344,131,B2
esc_ga8808aa_as,345,131,B2
esc_ga8849aa_as,346,131,B2
esc_ga8890aa_as,344,131,B2
esc_ga8935aa_as,345,131,B2
esc_ga8946aa_as,350,131,B2
esc_ga8951aa_as,338,131,B2
esc_ga8973aa_as,339,131,B2
esc_ga9143aa_as,331,131,B2
esc_ga9197aa_as,343,131,B2
esc_ga9217aa_as,338,131,B2
esc_ga9237aa_as,342,131,B2
esc_ga9248aa_as,348,131,B2
esc_ga9322aa_as,343,131,B2
esc_ga9400aa_as,332,131,B2
esc_ga9433aa_as,344,131,B2
esc_ga9444aa_as,342,131,B2
esc_ha0199aa_as,344,131,B2
esc_ha0899aa_as,339,131,B2
esc_ha2665aa_as,343,131,B2
esc_ha3969aa_as,343,131,B2
esc_ia2222aa_as,353,131,B2
esc_ia2294aa_as,334,131,B2
esc_ia2296aa_as,344,131,B2
esc_ia8536aa_as,347,131,B2
esc_ja8138aa_as,344,131,B2
esc_ka0879aa_as,343,131,B2
esc_ka1042aa_as,344,131,B2
esc_ka2170aa_as,346,131,B2
esc_ka6866aa_as,340,131,B2
esc_oa0091aa_as,330,131,B2
esc_oa0096aa_as,343,131,B2
esc_oa0105aa_as,344,131,B2
esc_oa0200aa_as,349,131,B2
esc_qa3428aa_as,347,131,B2
esc_ra3566aa_as,337,131,B2
11657_5#12,345,73,B2
11657_5#19,340,73,B2
11657_5#26,342,73,B2
11657_5#3,344,73,B2
11657_5#44,346,73,B2
11657_5#47,358,73,B2
11657_5#48,345,73,B2
11657_5#50,341,73,B2
11657_5#55,342,73,B2
11657_5#58,346,73,B2
11657_5#6,331,73,B2
11657_5#72,345,73,B2
11657_5#75,347,73,B2
11657_5#78,333,73,B2
11657_5#82,345,73,B2
11657_5#83,359,73,B2
11657_5#86,341,73,B2
11657_5#87,343,73,B2
11657_6#13,353,73,B2
11657_6#19,354,73,B2
11657_6#24,350,73,B2
11657_6#26,338,73,B2
11657_6#28,344,73,B2
11657_6#3,349,73,B2
11657_6#30,345,73,B2
11657_6#38,345,73,B2
11657_6#46,345,73,B2
11657_6#48,348,73,B2
11657_6#73,341,73,B2
11657_6#78,334,73,B2
11657_6#8,338,1618,B2
11657_6#80,339,1618,B2
11657_6#81,325,73,B2
11657_6#87,359,73,B2
11657_7#1,341,73,B2
11657_7#11,340,73,B2
11657_7#17,350,73,B2
11657_7#20,340,73,B2
11657_7#25,341,73,B2
11657_7#26,342,73,B2
11657_7#4,341,73,B2
11657_7#48,334,73,B2
11657_7#60,337,73,B2
11657_7#61,348,73,B2
11657_7#67,341,73,B2
11657_7#69,335,73,B2
11657_7#71,342,73,B2
11657_7#74,343,73,B2
11657_7#76,336,73,B2
11657_7#96,345,73,B2
11658_3#26,343,73,B2
11658_3#29,351,73,B2
11658_3#32,338,73,B2
11658_3#35,342,73,B2
11658_3#39,343,73,B2
11658_3#46,336,73,B2
11658_3#47,339,73,B2
11658_3#5,340,73,B2
11658_3#57,345,73,B2
11658_3#64,341,73,B2
11658_3#66,347,73,B2
11658_3#67,355,73,B2
11658_3#71,342,73,B2
11658_3#75,332,73,B2
11658_3#79,335,73,B2
11658_3#81,335,73,B2
11658_3#82,342,73,B2
11658_3#83,358,73,B2
11658_3#85,343,73,B2
11658_3#93,342,73,B2
11658_3#95,343,73,B2
11658_4#19,331,73,B2
11658_4#29,343,73,B2
11658_4#31,340,73,B2
11658_4#36,350,73,B2
11658_4#50,346,73,B2
11658_4#53,342,73,B2
11658_4#54,340,73,B2
11658_4#59,342,73,B2
11658_4#79,345,73,B2
11658_4#8,346,73,B2
11658_4#90,341,73,B2
11658_4#95,342,73,B2
11658_4#96,346,73,B2
11658_5#12,336,73,B2
11658_5#15,346,73,B2
11658_5#16,341,73,B2
11658_5#20,342,73,B2
11658_5#23,342,73,B2
11658_5#27,337,73,B2
11658_5#29,340,73,B2
11658_5#36,345,5253,B2
11658_5#68,327,73,B2
11658_5#73,341,73,B2
11658_5#76,359,73,B2
11658_5#79,357,73,B2
11658_5#82,335,73,B2
11658_6#2,351,5561,B2
11658_6#25,358,73,B2
11658_6#33,339,73,B2
11658_6#4,330,5546,B2
11658_6#5,354,73,B2
11658_6#54,341,73,B2
11658_6#57,345,73,B2
11658_6#62,344,73,B2
11658_6#65,332,73,B2
11658_6#74,339,73,B2
11658_6#8,334,73,B2
11658_6#89,341,73,B2
11658_6#9,349,73,B2
11658_6#90,342,73,B2
11658_6#94,353,73,B2
11658_6#95,343,73,B2
11658_7#19,342,73,B2
11658_7#36,341,73,B2
11658_7#5,345,73,B2
11658_7#50,335,73,B2
11658_7#55,333,73,B2
11658_7#58,357,73,B2
11658_7#62,359,73,B2
11658_7#82,341,73,B2
11658_7#87,340,73,B2
11658_7#9,340,73,B2
11658_7#92,338,73,B2
11658_7#95,349,73,B2
11658_8#28,342,73,B2
11658_8#31,342,73,B2
11658_8#34,340,73,B2
11658_8#35,345,73,B2
11658_8#38,344,73,B2
11658_8#43,356,73,B2
11658_8#59,360,73,B2
11658_8#61,340,73,B2
11658_8#62,344,73,B2
11658_8#63,343,73,B2
11658_8#76,340,73,B2
11658_8#83,354,73,B2
11658_8#87,359,73,B2
11658_8#89,337,73,B2
11679_4#12,338,73,B2
11679_4#16,343,73,B2
11679_4#2,341,73,B2
11679_4#25,342,73,B2
11679_4#26,339,73,B2
11679_4#3,342,73,B2
11679_4#38,342,73,B2
11679_4#41,355,73,B2
11679_4#42,340,73,B2
11679_4#49,346,73,B2
11679_4#55,348,73,B2
11679_4#57,343,73,B2
11679_4#69,336,73,B2
11679_4#7,335,73,B2
11679_4#71,337,73,B2
11679_4#75,344,73,B2
11679_4#82,338,1618,B2
11679_4#83,345,73,B2
11679_4#85,342,73,B2
11679_4#86,351,5242,B2
11679_4#9,346,73,B2
11679_4#94,343,73,B2
11679_4#96,335,73,B2
11679_5#11,341,73,B2
11679_5#15,357,73,B2
11679_5#17,336,73,B2
11679_5#18,342,73,B2
11679_5#19,333,73,B2
11679_5#31,340,73,B2
11679_5#32,346,73,B2
11679_5#47,341,73,B2
11679_5#5,357,73,B2
11679_5#64,341,73,B2
11679_5#65,326,73,B2
11679_5#81,347,73,B2
11679_5#82,359,73,B2
11679_6#1,347,73,B2
11679_6#12,340,1979,B2
11679_6#18,328,73,B2
11679_6#22,345,73,B2
11679_6#23,337,73,B2
11679_6#28,348,73,B2
11679_6#32,355,73,B2
11679_6#34,337,73,B2
11679_6#38,342,73,B2
11679_6#39,338,73,B2
11679_6#43,346,73,B2
11679_6#61,328,73,B2
11679_6#67,344,73,B2
11679_6#81,342,73,B2
11679_6#84,359,73,B2
11679_6#85,350,73,B2
11679_7#11,356,73,B2
11679_7#21,348,73,B2
11679_7#22,335,73,B2
11679_7#36,313,104,B2
11679_7#47,351,73,B2
11679_7#50,346,73,B2
11679_7#59,341,73,B2
11679_7#60,332,73,B2
11679_7#63,345,73,B2
11679_7#71,326,104,B2
11679_7#72,347,74,B2
11679_7#74,342,73,B2
11679_7#79,340,73,B2
11679_7#80,339,73,B2
11679_8#10,342,73,B2
11679_8#18,358,73,B2
11679_8#21,342,73,B2
11679_8#38,346,73,B2
11679_8#39,343,73,B2
11679_8#41,346,73,B2
11679_8#42,340,73,B2
11679_8#46,327,73,B2
11679_8#78,353,73,B2
11679_8#96,346,73,B2
11791_3#12,340,73,B2
11791_3#21,352,73,B2
11791_3#24,358,73,B2
11791_3#34,358,73,B2
11791_3#36,341,73,B2
11791_3#40,340,73,B2
11791_3#42,329,73,B2
11791_3#48,344,73,B2
11791_3#7,341,73,B2
11791_3#75,359,73,B2
11791_3#77,340,73,B2
11791_3#89,344,73,B2
11791_6#10,335,73,B2
11791_6#15,340,73,B2
11791_6#22,333,73,B2
11791_6#23,333,73,B2
11791_6#39,343,73,B2
11791_6#5,332,104,B2
11791_7#1,340,73,B2
11791_7#12,348,73,B2
11791_7#13,316,73,B2
11791_7#14,337,73,B2
11791_7#19,349,73,B2
11791_7#22,349,73,B2
11791_7#25,345,73,B2
11791_7#28,346,73,B2
11791_7#34,341,73,B2
11791_7#4,346,73,B2
11791_7#40,343,73,B2
11791_7#41,360,73,B2
11791_7#44,344,73,B2
11791_7#48,345,73,B2
11791_7#56,359,73,B2
11791_7#61,345,73,B2
11791_7#62,343,73,B2
11791_7#63,337,73,B2
11791_7#64,338,73,B2
11791_7#65,353,73,B2
12045_3#60,341,73,B2
12045_3#63,342,73,B2
12045_3#67,336,73,B2
32473_A02_contigs_pacbio,349,73,B2
38187_D01_contigs_pacbio,333,73,B2
38344_G01_contigs_pacbio,335,73,B2
38502_E01_contigs_pacbio,330,73,B2
39282_G02_contigs_pacbio,336,73,B2
8939_4#84,336,5316,B2
8939_4#92,336,5316,B2
9776_2#92,330,73,B2
AOQV00000000,324,73,B2
CP016497,343,73,B2
JSFZ00000000,350,73,B2
JSGE00000000,337,73,B2
JSIH00000000,340,73,B2
JSII00000000,330,73,B2
JSIJ00000000,327,73,B2
JSJF00000000,345,73,B2
JSJG00000000,344,73,B2
JSJO00000000,334,73,B2
JSJP00000000,347,73,B2
JSKC00000000,344,73,B2
JSKG00000000,334,73,B2
JSKI00000000,357,73,B2
JSKK00000000,327,73,B2
JSLT00000000,346,73,B2
JSMB00000000,335,73,B2
JSOJ00000000,341,73,B2
JSOR00000000,342,73,B2
JSPV00000000,359,73,B2
JSQC00000000,343,73,B2
JSQD00000000,343,73,B2
JSSQ00000000,355,73,B2
JSSR00000000,351,73,B2
NC_004431,346,73,B2
NC_017631,352,73,B2
SRR4897649_trimmed,341,73~,B2
SRR5030815_trimmed,335,73,B2
SRR7204199_trimmed,339,73,B2
SRR7208464_trimmed,302,73,B2
SRR7221040_trimmed,328,73,B2
SRR7230319_trimmed,311,73,B2
SRR7277781_trimmed,334,73,B2
SRR7285422_trimmed,360,73,B2
SRR7286260_trimmed,339,73~,B2
SRR7291667_trimmed,325,73,B2
SRR7358025_trimmed,339,73,B2
SRR7367254_trimmed,269,73~,B2
SRR7367378_trimmed,297,73,B2
SRR7500919_trimmed,321,73,B2
SRR7500941_trimmed,338,73,B2
SRR7500959_trimmed,332,73,B2
SRR7505881_trimmed,329,5316,B2
SRR7521264_trimmed,326,73~,B2
SRR7826967_trimmed,339,73,B2
esc_ba2158aa_as,349,1618,B2
esc_ba5169aa_as,345,5274,B2
esc_ba5194aa_as,345,73,B2
esc_ba5621aa_as,331,73,B2
esc_ba6050aa_as,360,73,B2
esc_ba6679aa_as,357,73,B2
esc_ba6908aa_as,332,2013,B2
esc_ba6956aa_as,347,73,B2
esc_ba7036aa_as,340,73,B2
esc_ba7445aa_as,344,73,B2
esc_ba7821aa_as,338,73,B2
esc_ba8372aa_as,328,104,B2
esc_ba8766aa_as,344,73,B2
esc_ba9206aa_as,338,73,B2
esc_ca0277aa_as,341,73,B2
esc_ca0475aa_as,344,73,B2
esc_ca0509aa_as,347,73,B2
esc_ca0529aa_as,337,73,B2
esc_ca0657aa_as,337,73,B2
esc_ca0736aa_as,344,73,B2
esc_ca0830aa_as,344,73,B2
esc_ca1020aa_as,349,73,B2
esc_ca1099aa_as,344,73,B2
esc_ca1114aa_as,343,73,B2
esc_ca1116aa_as,341,968,B2
esc_ca1371aa_as,342,73,B2
esc_ca1398aa_as,345,73,B2
esc_ca1485aa_as,332,5369,B2
esc_ca1499aa_as,337,73,B2
esc_ca1543aa_as,342,73,B2
esc_ca1635aa_as,343,73,B2
esc_ca1789aa_as,338,73,B2
esc_ca1915aa_as,341,73,B2
esc_ca1992aa_as,337,73,B2
esc_ca2055aa_as,343,73,B2
esc_ca2097aa_as,342,73,B2
esc_ca2330aa_as,341,73,B2
esc_ca2370aa_as,352,73,B2
esc_ca2380aa_as,358,73,B2
esc_ca2515aa_as,331,73,B2
esc_ca2970aa_as,330,73,B2
esc_ca3192aa_as,343,73,B2
esc_ca3410aa_as,343,73,B2
esc_ca3487aa_as,315,73,B2
esc_ca3569aa_as,345,73,B2
esc_ca3660aa_as,346,73,B2
esc_ca3699aa_as,333,73,B2
esc_ca3701aa_as,344,73,B2
esc_ca3922aa_as,345,73,B2
esc_ca3923aa_as,336,73,B2
esc_ca3952aa_as,352,73,B2
esc_ca4007aa_as,332,73,B2
esc_ca4095aa_as,339,73,B2
esc_ca4152aa_as,338,73,B2
esc_ca4306aa_as,340,73,B2
esc_ca4350aa_as,344,73,B2
esc_ca4593aa_as,336,73,B2
esc_ca4594aa_as,345,73,B2
esc_ca4698aa_as,337,73,B2
esc_ca4786aa_as,346,73,B2
esc_ca4823aa_as,342,73,B2
esc_ca4920aa_as,297,73,B2
esc_ca4924aa_as,343,73,B2
esc_ca4934aa_as,344,73,B2
esc_ca4989aa_as,338,73,B2
esc_ca5036aa_as,341,73,B2
esc_ca5075aa_as,344,73,B2
esc_ca5268aa_as,338,73,B2
esc_ca5283aa_as,344,73,B2
esc_ca5354aa_as,342,73,B2
esc_ca5356aa_as,322,73,B2
esc_ca5419aa_as,343,73,B2
esc_ca5427aa_as,332,73,B2
esc_ca5438aa_as,342,73,B2
esc_ca5466aa_as,325,73,B2
esc_ca5521aa_as,344,73,B2
esc_ca5544aa_as,345,73,B2
esc_ca5554aa_as,358,73,B2
esc_ca5691aa_as,340,73,B2
esc_ca5773aa_as,344,73,B2
esc_ca5862aa_as,345,73,B2
esc_ca5866aa_as,336,1663,B2
esc_ca5910aa_as,343,73,B2
esc_ca5925aa_as,331,73,B2
esc_ca5966aa_as,345,73,B2
esc_ca6022aa_as,331,73,B2
esc_ca6030aa_as,344,73,B2
esc_ca6100aa_as,342,73,B2
esc_ca6184aa_as,338,73,B2
esc_ca6187aa_as,355,73,B2
esc_ca6239aa_as,347,73,B2
esc_ca6305aa_as,332,73,B2
esc_ca6359aa_as,331,73,B2
esc_ca6395aa_as,338,73,B2
esc_ea6182aa_as,331,73,B2
esc_fa7056aa_as,344,73,B2
esc_fa7091aa_as,326,104,B2
esc_ga5745aa_as,358,73,B2
esc_ga6899aa_as,342,73,B2
esc_ga8790aa_as,342,73,B2
esc_ga8809aa_as,341,73,B2
esc_ga8818aa_as,355,73,B2
esc_ga8844aa_as,343,73,B2
esc_ga8851aa_as,343,73,B2
esc_ga8880aa_as,343,73,B2
esc_ga8929aa_as,339,73,B2
esc_ga8960aa_as,339,73,B2
esc_ga8972aa_as,348,73,B2
esc_ga9106aa_as,342,73,B2
esc_ga9115aa_as,341,73,B2
esc_ga9172aa_as,347,73,B2
esc_ga9210aa_as,346,73,B2
esc_ga9259aa_as,337,73,B2
esc_ga9270aa_as,340,73,B2
esc_ga9271aa_as,344,73,B2
esc_ga9313aa_as,346,73,B2
esc_ga9383aa_as,343,73,B2
esc_ga9403aa_as,342,73,B2
esc_ga9442aa_as,339,73,B2
esc_ha7974aa_as,346,73,B2
esc_ha8266aa_as,335,73,B2
esc_ha8664aa_as,350,73,B2
esc_ha8665aa_as,341,73,B2
esc_ha8666aa_as,348,74,B2
esc_ia2224aa_as,359,73,B2
esc_ia2227aa_as,341,73,B2
esc_ia2228aa_as,357,73,B2
esc_ia2234aa_as,348,73,B2
esc_ia2235aa_as,344,73,B2
esc_ia2238aa_as,344,73,B2
esc_ia2240aa_as,355,73,B2
esc_ia2242aa_as,359,73,B2
esc_ia2248aa_as,348,73,B2
esc_ia2255aa_as,349,73,B2
esc_ia2260aa_as,339,73,B2
esc_ia2265aa_as,333,73,B2
esc_ia2279aa_as,350,73,B2
esc_ia2280aa_as,342,73,B2
esc_ia6949aa_as,337,4862,B2
esc_ia7096aa_as,338,73,B2
esc_ja3771aa_as,341,73,B2
esc_ja3857aa_as,341,73,B2
esc_ja3922aa_as,336,1154,B2
esc_ja4543aa_as,341,73,B2
esc_ja4575aa_as,342,73,B2
esc_ja4657aa_as,343,73,B2
esc_ja4667aa_as,316,104,B2
esc_ja4826aa_as,340,73,B2
esc_ja5414aa_as,342,73,B2
esc_ka3850aa_as,341,73,B2
esc_ka9647aa_as,335,73,B2
esc_na8719aa_as,338,73,B2
esc_qa3731aa_as,341,73,B2
11657_5#15,335,95,B2
11657_5#2,333,95,B2
11657_5#37,347,5461,B2
11657_5#41,349,95,B2
11657_5#49,330,95,B2
11657_5#53,334,95,B2
11657_5#54,346,95,B2
11657_5#56,346,95,B2
11657_5#62,343,5425,B2
11657_5#79,322,95,B2
11657_5#84,334,95,B2
11657_5#88,326,95,B2
11657_5#96,328,95,B2
11657_6#2,334,95,B2
11657_6#21,334,95,B2
11657_6#22,351,95,B2
11657_6#35,331,79,B2
11657_6#36,346,95,B2
11657_6#45,345,95,B2
11657_6#49,342,5425,B2
11657_6#6,337,95,B2
11657_6#71,338,95,B2
11657_6#82,351,95,B2
11657_6#85,339,95,B2
11657_6#86,348,95,B2
11657_6#95,335,95,B2
11657_7#16,335,95,B2
11657_7#2,338,95,B2
11657_7#28,336,95,B2
11657_7#40,330,95,B2
11657_7#49,351,95,B2
11657_7#62,332,95,B2
11657_7#68,347,95,B2
11657_7#8,346,5678,B2
11657_7#86,354,5661,B2
11657_7#88,347,95,B2
11657_7#90,334,95,B2
11658_3#20,333,95,B2
11658_3#30,348,95,B2
11658_3#34,336,95,B2
11658_3#43,330,95,B2
11658_3#52,354,416,B2
11658_3#91,333,421,B2
11658_3#96,348,95,B2
11658_4#15,334,5484,B2
11658_4#16,348,95,B2
11658_4#20,337,95,B2
11658_4#24,347,95,B2
11658_4#25,347,95,B2
11658_4#34,343,95,B2
11658_4#37,349,95,B2
11658_4#5,328,95,B2
11658_4#58,341,95,B2
11658_4#62,352,416,B2
11658_4#64,335,95,B2
11658_4#69,334,95,B2
11658_4#91,339,95,B2
11658_5#30,345,95,B2
11658_5#33,338,95,B2
11658_5#47,339,390,B2
11658_5#6,348,95,B2
11658_5#61,333,1531,B2
11658_5#72,337,95,B2
11658_5#75,332,95,B2
11658_5#84,332,421,B2
11658_5#85,344,95,B2
11658_5#89,334,95,B2
11658_6#1,344,95,B2
11658_6#26,347,95,B2
11658_6#40,346,95,B2
11658_6#56,338,95,B2
11658_6#67,330,95,B2
11658_6#80,347,95,B2
11658_6#83,354,95,B2
11658_6#86,345,1231,B2
11658_7#1,346,95,B2
11658_7#18,351,95,B2
11658_7#39,335,421,B2
11658_7#68,335,95,B2
11658_7#70,348,95,B2
11658_7#73,330,95,B2
11658_7#81,344,95,B2
11658_7#84,333,95,B2
11658_7#88,335,421~,B2
11658_7#89,336,95,B2
11658_8#37,343,390,B2
11658_8#41,335,95,B2
11658_8#46,338,95,B2
11658_8#47,347,95,B2
11658_8#48,342,95,B2
11658_8#54,336,95,B2
11658_8#65,339,95,B2
11658_8#69,347,95,B2
11658_8#72,330,95,B2
11658_8#91,344,95,B2
11679_4#11,349,95,B2
11679_4#15,347,95,B2
11679_4#21,333,79,B2
11679_4#29,332,79,B2
11679_4#36,337,95,B2
11679_4#45,349,95,B2
11679_4#48,344,95,B2
11679_4#5,326,95,B2
11679_4#60,348,5360,B2
11679_4#63,348,95,B2
11679_4#72,345,95,B2
11679_4#88,347,95,B2
11679_4#90,333,95~,B2
11679_5#3,335,95,B2
11679_5#37,334,95,B2
11679_5#38,333,95,B2
11679_5#39,345,95,B2
11679_5#55,350,95,B2
11679_5#83,348,5526,B2
11679_5#84,327,95,B2
11679_5#86,339,95,B2
11679_5#9,344,95,B2
11679_5#91,335,95,B2
11679_5#96,334,95,B2
11679_6#26,335,95,B2
11679_6#27,335,95,B2
11679_6#29,346,95,B2
11679_6#3,334,421,B2
11679_6#36,351,95,B2
11679_6#40,345,95,B2
11679_6#42,348,95,B2
11679_6#44,347,95,B2
11679_6#60,341,95,B2
11679_6#65,346,95,B2
11679_6#69,342,1231,B2
11679_6#74,333,95,B2
11679_7#1,340,95,B2
11679_7#16,348,95,B2
11679_7#35,337,95,B2
11679_7#40,346,5360,B2
11679_7#46,338,95,B2
11679_7#48,335,95,B2
11679_7#55,332,421,B2
11679_7#57,333,95,B2
11679_7#6,351,95,B2
11679_8#14,334,95,B2
11679_8#16,335,95,B2
